WELL,I,J,K,DEPTH,PROPERTY,COST,WWCT_cost,WOPR_cost,WSWP_cost,WGPR_cost,class_
BEGJPP11,61,393,1,3253.43,WSWP,92237.85229492188,118.05549613386393,6332.035739213227,92237.85229492188,93867.65273278953,2
BEGJPP81,55,411,1,3220.07,WSWP,105497.97619628906,390.3371472315631,12299.674892127514,105497.97619628906,60589.527695514254,2
BEGJPP51,42,423,1,3278.38,WSWP,116875.25744628905,2158.2785264418926,113646.99889945984,116875.25744628905,74719.23878157884,2
BEGJPP12,50,442,1,3242.12,WSWP,119227.13134765625,746.300038933754,29014.350616455078,119227.13134765625,65463.96465192735,2
BEGJPP11,50,459,1,3226.41,WSWP,120417.5028076172,172.54929949715734,7406.13818359375,120417.5028076172,67415.14447113872,2
BEGJPP13,106,463,1,3639.81,WSWP,96556.3046875,607.4452138543129,14278.481087684631,96556.3046875,52121.49609583988,2
BEGJPP85,65,434,213,3886.57,WSWP,93659.33502197266,414.4035173133016,24044.773345947266,93659.33502197266,53394.628096418455,1
BEGJPP12,108,430,1,3617.59,WSWP,138319.33544921875,5110.251595258713,133321.966442585,138319.33544921875,5082.911945357919,2
BEGJPP8P,109,407,1,3623.93,WSWP,85069.32232666017,827.8795808491997,8373.064872980118,85069.32232666017,47365.15799536557,2
BEGJPP83,83,290,317,4191.33,WSWP,102126.69244384766,122.75192965031601,6813.129058837891,102126.69244384766,82461.85472207516,1
BEGJPP88,106,374,122,3747.44,WSWP,85014.52301025389,169.77746336720884,14603.466494083403,85014.52301025389,56797.78963143378,2
BEGJPP89,106,391,95,3710.54,WSWP,81506.90148925781,873.8141467534006,23069.99740633368,81506.90148925781,30871.237220615152,2
BEGJPP88,68,358,94,3467.65,WSWP,99859.66662597656,39.598135083913796,1168.0809936523438,99859.66662597656,60566.531535476446,2
BEGJPP82,74,333,1,3304.55,WSWP,105840.34545898438,1995.3905074037607,89603.96956539154,105840.34545898438,74595.86348059401,2
BEGJPP25,49,524,101,3384.5,WSWP,139201.53063964847,2018.3019899069327,49538.31168937684,139201.53063964847,37422.10390644521,2
BEGJPP21,51,540,96,3389.91,WSWP,125771.74377441405,652.1558560510166,8691.456126913428,125771.74377441405,20134242.932396688,1
BEGJPP81,104,320,1,3575.72,WSWP,98485.80688476562,82.66510697221383,3399.714630126953,98485.80688476562,67816.2724738121,2
BEGJPP2P,120,74,1,3861.07,WSWP,167583.77111816403,2210.8736206263948,82100.11041259767,167583.77111816403,22012.105426192284,2
BEGJPP82,102,276,1,3597.48,WSWP,110620.2759399414,174.5373732149601,5917.403717041016,110620.2759399414,74779.14649578929,2
BEGJPP11,62,520,213,3802.2,WSWP,114962.4268798828,530.0475228428842,19313.19931030273,114962.4268798828,60848.24095284939,1
BEGJPP18,105,482,1,3645.86,WSWP,92788.56506347656,35.60916377301328,817.8980255126953,92788.56506347656,44770.51426838711,2
BEGJPP28,50,507,1,3239.51,WSWP,127620.05651855467,296.9565004557371,4763.9543343782425,127620.05651855467,66268.12939698994,2
BEGJPP29,49,492,1,3240.23,WSWP,122792.751953125,21.51830056030303,453.7452392578125,122792.751953125,25675.01032586396,2
BEGJPP15,62,488,212,3805.03,WSWP,137982.333984375,268.05684903264046,3572.3524340987206,137982.333984375,69923.57252015173,1
BEGJPP1P,98,549,1,3683.13,WSWP,95520.8348388672,168.54082740831655,5919.824462890625,95520.8348388672,46056.56704951824,2
BEGJPP22,51,571,1,3394.25,WSWP,129720.18957519533,891.853429812938,1424.8799765408041,129720.18957519533,19990.8748931241,2
BEGJPP22,96,565,1,3720.36,WSWP,93797.61364746094,228.7607189398259,4108.348205566406,93797.61364746094,19545.075426742438,2
BEGJPP19,100,531,1,3662.76,WSWP,100121.07257080078,115.13788547960577,1525.6467530727386,100121.07257080078,45876.521064542234,2
BEGJPP18,61,579,105,3623.0,WSWP,119051.64031982422,1668.075615644455,114073.88500739074,119051.64031982422,3616.6067292345692,2
BEGJPP23,84,581,1,3727.78,WSWP,93418.169921875,859.0722994925453,3719.722782433033,93418.169921875,28282.50916770333,2
BEGJPP12,95,454,212,4112.4,WSWP,164678.94311523438,0.0,0.0,164678.94311523438,0.0,0
BEGJPP21,101,514,104,3757.97,WSWP,149810.25988769528,5477.626573801042,186446.39913536265,149810.25988769528,2352.428189222087,2
BEGJPP11,123,725,2,4047.08,WSWP,175915.76000976562,0.0,0.0,175915.76000976562,0.0,0
BEGJPP28,51,555,1,3313.44,WSWP,119121.2471923828,352.8789160747547,7777.4686369895935,119121.2471923828,70989.82642288506,2
BEGJPP12,120,125,2,3926.17,WSWP,74436.76983642577,225.8522567152977,12303.164306640625,74436.76983642577,50072.64809308946,2
BEGJPP19,145,367,2,4219.96,WSWP,263423.53173828125,0.0,0.0,263423.53173828125,0.0,0
BEGJPP1P,143,538,3,4125.63,WSWP,251915.21826171875,0.0,0.0,251915.21826171875,0.0,0
BEGJPP18,59,299,3,4039.36,WSWP,334975.30444335943,0.0,0.0,334975.30444335943,0.0,0
BEGJPP3P,20,483,1,4195.23,WSWP,263436.50048828125,0.0,0.0,263436.50048828125,0.0,0
BEGJPP53,147,449,2,4196.62,WSWP,248780.357421875,0.0,0.0,248780.357421875,0.0,0
BEGJPP39,91,272,1,3520.53,WSWP,116303.18200683595,883.4387355397922,45041.30098724365,116303.18200683595,98383.11918565724,2
BEGJPP15,138,122,49,4133.36,WSWP,174435.86828613278,0.0,0.0,174435.86828613278,0.0,0
BEGJPP52,34,391,2,4237.35,WSWP,252770.67431640625,0.0,0.0,252770.67431640625,0.0,0
QIGFPPP2,126,856,2,4057.22,WSWP,191274.57678222656,0.0,0.0,191274.57678222656,0.0,0
BEGJPP13,119,89,219,4440.77,WSWP,191292.3828125,0.0,0.0,191292.3828125,0.0,0
BEGJ9P98,128,10,1,4155.33,WSWP,229476.7216796875,0.0,0.0,229476.7216796875,0.0,0
BEGJP181,141,574,1,4176.36,WSWP,257304.08251953125,0.0,0.0,257304.08251953125,0.0,0
BEGJ9PP9,116,168,212,4509.61,WSWP,195854.0712890625,0.0,0.0,195854.0712890625,0.0,0
BEGJ9P9P,87,411,6,3432.59,WSWP,110348.74786376953,0.0,0.0,110348.74786376953,0.0,0
BEGJ9PP8,131,311,3,3996.23,WSWP,195474.78881835935,0.0,0.0,195474.78881835935,0.0,0
BEGJ1P9P,87,410,230,4070.42,WSWP,137809.99890136722,0.0,0.0,137809.99890136722,0.0,0
BEGJ9P99,40,519,10,3321.08,WSWP,142924.32446289062,0.0,0.0,142924.32446289062,0.0,0
BEGJ1P99,40,518,212,3848.52,WSWP,162886.57556152347,0.0,0.0,162886.57556152347,0.0,0
BEGJP281,146,132,4,4190.46,WSWP,203421.5009765625,0.0,0.0,203421.5009765625,0.0,0
BEGJ9PP5,118,604,1,3995.99,WSWP,131795.65710449222,0.0,0.0,131795.65710449222,0.0,0
BEGJP218,144,186,2,4241.99,WSWP,222588.5849609375,0.0,0.0,222588.5849609375,0.0,0
BEGJ9PP8,137,435,1,4043.6,WSWP,197814.56665039065,0.0,0.0,197814.56665039065,0.0,0
BEGJP1P5,20,440,2,4345.7,WSWP,228985.19189453125,0.0,0.0,228985.19189453125,0.0,0
BEGJP221,145,413,5,4198.12,WSWP,258076.91357421875,0.0,0.0,258076.91357421875,0.0,0
BEGJP181,13,554,1,4182.33,WSWP,294490.17651367193,0.0,0.0,294490.17651367193,0.0,0
BEGJP1P3,151,488,2,4187.03,WSWP,261317.1516113281,0.0,0.0,261317.1516113281,0.0,0
BEGJ9PP1,43,599,1,3803.33,WSWP,177434.13537597656,0.0,0.0,177434.13537597656,0.0,0
BEGJP1P8,147,453,1,4186.89,WSWP,289801.99169921875,0.0,0.0,289801.99169921875,0.0,0
BEGJP288,101,153,4,4218.21,WSWP,219933.16430664065,0.0,0.0,219933.16430664065,0.0,0
BEGJP282,144,162,5,4201.15,WSWP,218559.88940429688,0.0,0.0,218559.88940429688,0.0,0
BEGJP232,37,384,5,4188.27,WSWP,250826.392578125,0.0,0.0,250826.392578125,0.0,0
BEGJP111,39,618,5,4202.47,WSWP,277847.66967773443,0.0,0.0,277847.66967773443,0.0,0
BEGJP211,139,210,9,4204.24,WSWP,229351.28369140625,0.0,0.0,229351.28369140625,0.0,0
BEGJP19P,152,498,6,4209.88,WSWP,264719.810546875,0.0,0.0,264719.810546875,0.0,0
BEGJP218,141,325,3,4184.69,WSWP,250299.07421875,0.0,0.0,250299.07421875,0.0,0
BEGJP239,42,335,5,4208.15,WSWP,260384.6240234375,0.0,0.0,260384.6240234375,0.0,0
BEGJP221,140,281,6,4206.03,WSWP,244963.8544921875,0.0,0.0,244963.8544921875,0.0,0
BEGJ9PP1,80,276,1,3640.35,WSWP,156235.21264648438,0.0,0.0,156235.21264648438,0.0,0
BEGJP228,141,266,4,4229.65,WSWP,236208.5456542969,0.0,0.0,236208.5456542969,0.0,0
BEGJP193,152,524,5,4222.06,WSWP,271992.28588867193,0.0,0.0,271992.28588867193,0.0,0
BEGJP188,14,543,7,4205.31,WSWP,306900.09106445307,0.0,0.0,306900.09106445307,0.0,0
BEGJP1P1,149,464,11,4191.82,WSWP,307795.17016601557,0.0,0.0,307795.17016601557,0.0,0
BEGJP238,40,357,14,4270.39,WSWP,251309.9147949219,0.0,0.0,251309.9147949219,0.0,0
BEGJP288,149,105,9,4196.53,WSWP,204931.19555664065,0.0,0.0,204931.19555664065,0.0,0
BEGJP223,142,297,3,4221.64,WSWP,243847.2243652344,0.0,0.0,243847.2243652344,0.0,0
BEGJP182,11,568,4,4174.64,WSWP,238761.4421386719,0.0,0.0,238761.4421386719,0.0,0
BEGJP225,71,270,3,4193.67,WSWP,244716.8720703125,0.0,0.0,244716.8720703125,0.0,0
BEGJP225,27,410,10,4305.03,WSWP,255554.9499511719,0.0,0.0,255554.9499511719,0.0,0
BEGJP2P5,106,19,6,4262.62,WSWP,209057.21435546875,0.0,0.0,209057.21435546875,0.0,0
BEGJP215,92,207,6,4281.59,WSWP,224363.97314453125,0.0,0.0,224363.97314453125,0.0,0
BEGJP281,97,180,7,4266.54,WSWP,216342.173828125,0.0,0.0,216342.173828125,0.0,0
BEGJP1PP,147,430,16,4220.52,WSWP,257782.7238769531,0.0,0.0,257782.7238769531,0.0,0
BEGJP18P,148,537,3,4198.55,WSWP,269133.26489257807,0.0,0.0,269133.26489257807,0.0,0
BEGJP211,79,250,5,4266.46,WSWP,233944.595703125,0.0,0.0,233944.595703125,0.0,0
BEGJ9PP2,45,391,1,3579.07,WSWP,147151.08618164062,0.0,0.0,147151.08618164062,0.0,0
BEGJP285,98,126,5,4230.08,WSWP,220108.60278320312,0.0,0.0,220108.60278320312,0.0,0
BEGJP198,153,513,6,4218.77,WSWP,271646.58715820307,0.0,0.0,271646.58715820307,0.0,0
BEGJP21P,143,314,4,4238.92,WSWP,245984.42626953125,0.0,0.0,245984.42626953125,0.0,0
BEGJP219,51,311,8,4142.34,WSWP,283376.75439453125,0.0,0.0,283376.75439453125,0.0,0
BEGJP228,65,280,5,4236.9,WSWP,256937.43701171875,0.0,0.0,256937.43701171875,0.0,0
BEGJP1P9,23,425,4,4253.42,WSWP,253184.77758789065,0.0,0.0,253184.77758789065,0.0,0
BEGJP188,145,552,12,4201.75,WSWP,259003.15087890625,0.0,0.0,259003.15087890625,0.0,0
BEGJP218,86,230,6,4267.55,WSWP,233738.95849609372,0.0,0.0,233738.95849609372,0.0,0
BEGJP112,52,626,2,4225.31,WSWP,310463.22241210943,0.0,0.0,310463.22241210943,0.0,0
BEGJP2P8,101,45,6,4287.57,WSWP,211586.6037597656,0.0,0.0,211586.6037597656,0.0,0
BEGJP118,27,611,5,4212.39,WSWP,257379.89599609372,0.0,0.0,257379.89599609372,0.0,0
BEGJP29P,157,68,5,4303.33,WSWP,201103.923828125,0.0,0.0,201103.923828125,0.0,0
BEGJP1P8,22,457,3,4181.42,WSWP,226577.7468261719,0.0,0.0,226577.7468261719,0.0,0
BEGJP188,83,656,1,4196.96,WSWP,322395.59594726557,0.0,0.0,322395.59594726557,0.0,0
BEGJP211,142,336,7,4212.57,WSWP,254225.7316894531,0.0,0.0,254225.7316894531,0.0,0
BEGJP215,45,322,8,4241.91,WSWP,264264.49243164057,0.0,0.0,264264.49243164057,0.0,0
BEGJP11P,143,580,5,4201.88,WSWP,254691.4040527344,0.0,0.0,254691.4040527344,0.0,0
BEGJP189,14,516,4,4232.39,WSWP,264845.14331054693,0.0,0.0,264845.14331054693,0.0,0
BEGJP188,145,595,1,4219.09,WSWP,251980.06494140625,0.0,0.0,251980.06494140625,0.0,0
BEGJP1P2,151,476,6,4189.96,WSWP,279361.8720703125,0.0,0.0,279361.8720703125,0.0,0
BEGJP2P1,98,72,4,4227.29,WSWP,201045.44165039065,0.0,0.0,201045.44165039065,0.0,0
BEGJP228,144,399,4,4204.24,WSWP,268045.6328125,0.0,0.0,268045.6328125,0.0,0
BEGJP2P8,155,42,2,4292.45,WSWP,205622.8352050781,0.0,0.0,205622.8352050781,0.0,0
BEGJP182,94,695,3,4326.15,WSWP,213027.93383789065,0.0,0.0,213027.93383789065,0.0,0
BEGJP2P2,95,100,4,4228.85,WSWP,209473.14868164065,0.0,0.0,209473.14868164065,0.0,0
BEGJP115,18,601,8,4134.03,WSWP,248408.091796875,0.0,0.0,248408.091796875,0.0,0
BEGJP232,145,369,3,4214.92,WSWP,254958.6857910156,0.0,0.0,254958.6857910156,0.0,0
BEGJP118,148,612,3,4237.19,WSWP,269719.8530273437,0.0,0.0,269719.8530273437,0.0,0
BEGJP231,39,372,7,4242.73,WSWP,245212.5163574219,0.0,0.0,245212.5163574219,0.0,0
BEGJP1P1,20,476,6,4238.5,WSWP,258489.4833984375,0.0,0.0,258489.4833984375,0.0,0
BEGJP151,149,661,3,4230.21,WSWP,218691.9562988281,0.0,0.0,218691.9562988281,0.0,0
BEGJP222,111,366,216,4301.3,WSWP,154187.93505859375,0.0,0.0,154187.93505859375,0.0,0
BEGJP298,145,12,3,4278.06,WSWP,215778.92651367188,0.0,0.0,215778.92651367188,0.0,0
BEGJP212,141,240,3,4250.59,WSWP,236152.5866699219,0.0,0.0,236152.5866699219,0.0,0
BEGJP111,148,623,7,4231.07,WSWP,248426.09228515625,0.0,0.0,248426.09228515625,0.0,0
BEGJP185,14,531,1,4215.83,WSWP,271102.08056640625,0.0,0.0,271102.08056640625,0.0,0
BEGJP212,113,307,221,4320.11,WSWP,145690.92651367188,0.0,0.0,145690.92651367188,0.0,0
BEGJP129,74,637,5,4258.41,WSWP,297218.04565429693,0.0,0.0,297218.04565429693,0.0,0
BEGJP988,129,108,1,3933.4,WSWP,105463.7120361328,123.26696682814509,9358.907836914062,105463.7120361328,106085.02056320012,2
BEGJ9P98,129,687,12,4087.76,WSWP,180026.33374023438,0.0,0.0,180026.33374023438,0.0,0
BEGJP155,36,580,224,4249.74,WSWP,174026.19738769528,0.0,0.0,174026.19738769528,0.0,0
BEGJP1P2,34,414,212,4378.54,WSWP,217064.4522705078,0.0,0.0,217064.4522705078,0.0,0
BEGJP8PP,68,344,2,3322.25,WSWP,116573.73071289062,1811.2497018827123,161894.04588907954,116573.73071289062,180468.04984361024,2
BEGJP921,92,284,5,3474.45,WSWP,109003.16088867188,132.78289050716558,7608.766845703125,109003.16088867188,171722.95530486107,2
BEGJP181,149,642,4,4229.44,WSWP,233458.5888671875,0.0,0.0,233458.5888671875,0.0,0
BEGJP9P9,122,41,2,3961.71,WSWP,136179.59948730472,2209.5111856521107,180459.6134033203,136179.59948730472,105383.77708462627,2
BEGJP223,111,423,218,4273.49,WSWP,160836.66381835938,0.0,0.0,160836.66381835938,0.0,0
BEGJP123,161,767,9,4250.53,WSWP,208507.95751953125,0.0,0.0,208507.95751953125,0.0,0
BEGJP9P1,125,93,1,3831.74,WSWP,111359.1675415039,288.09950820379885,18025.62438964844,111359.1675415039,98953.42521097511,2
BEGJ9PP3,124,777,1,4083.59,WSWP,178235.22814941406,0.0,0.0,178235.22814941406,0.0,0
BEGJP159,27,498,212,4295.72,WSWP,216159.81506347656,0.0,0.0,216159.81506347656,0.0,0
BEGJP233,144,391,1,4212.77,WSWP,256748.56201171875,0.0,0.0,256748.56201171875,0.0,0
BEGJP911,110,216,3,3856.73,WSWP,150358.75415039062,166.86574719945204,9820.276882171629,150358.75415039062,138880.12497243122,2
BEGJP8P1,70,364,1,3322.9,WSWP,94031.56018066406,134.10348304238872,10260.704833984377,94031.56018066406,161136.2002890706,2
BEGJP593,120,503,2,3812.64,WSWP,90569.9214477539,2477.900305545656,140843.0918315649,90569.9214477539,121949.01467523725,2
BEGJP918,113,226,1,3848.02,WSWP,135827.30053710938,1458.962443392258,157499.19799804688,135827.30053710938,214806.0807495713,2
BEGJP122,163,722,5,4310.42,WSWP,205987.13549804688,0.0,0.0,205987.13549804688,0.0,0
BEGJP923,110,303,1,3642.91,WSWP,133923.24060058597,1556.127373351483,110000.85978412627,133923.24060058597,168245.84846939472,2
BEGJP9P5,125,52,1,3913.79,WSWP,117670.47631835938,139.33244741428643,11070.175373077393,117670.47631835938,120354.79951699078,2
BEGJP921,81,303,10,3390.87,WSWP,96176.35711669922,141.27467575157058,12020.7783203125,96176.35711669922,194258.82456630468,2
BEGJP989,115,98,2,3845.49,WSWP,116200.12707519533,511.413262022892,54700.690673828125,116200.12707519533,114441.59234623794,2
BEGJP5P8,47,453,5,3233.6,WSWP,132730.77111816403,1650.3219069581244,104118.29146385193,132730.77111816403,103435.2989102453,2
BEGJP8P3,112,367,3,3670.24,WSWP,91115.2904663086,1754.6096536696427,130279.07453918456,91115.2904663086,158129.575710617,2
BEGJP158,78,588,212,4289.84,WSWP,174653.9208984375,0.0,0.0,174653.9208984375,0.0,0
BEGJP191,115,485,215,4313.26,WSWP,85831.59509277344,0.0,0.0,85831.59509277344,0.0,0
BEGJP981,128,128,4,3986.13,WSWP,115619.9496459961,580.3902310950216,57329.09460449219,115619.9496459961,95853.13557332754,2
BEGJP928,111,292,3,3679.22,WSWP,128827.20947265625,1999.6401469269765,187467.17786312106,128827.20947265625,149830.30789159238,2
BEGJP9P1,114,61,5,3979.16,WSWP,149191.72424316403,1218.839228779776,104073.6118645668,149191.72424316403,81447.25614985079,2
BEGJP59P,50,467,4,3231.74,WSWP,117497.41357421875,195.8725377809024,16158.056483268738,117497.41357421875,118455.9230312705,2
BEGJP912,107,234,3,3776.73,WSWP,130374.7421875,609.6340266517362,40271.84062349796,130374.7421875,152134.43306852874,2
BEGJP122,100,771,2,4201.61,WSWP,201319.2062988281,0.0,0.0,201319.2062988281,0.0,0
BEGJP91P,81,309,6,3369.68,WSWP,95325.8253173828,100.810362551827,10694.830810546877,95325.8253173828,195486.52542425686,2
BEGJP913,104,245,2,3691.18,WSWP,122572.451171875,218.84176404087341,12977.009436607359,122572.451171875,184070.8273486453,2
BEGJ9PP2,111,68,6,4000.88,WSWP,168900.13012695312,0.0,0.0,168900.13012695312,0.0,0
BEGJP988,118,133,1,3940.2,WSWP,120681.39379882812,1222.8470027437434,98921.10583496094,120681.39379882812,91054.48415382206,2
BEGJP892,103,421,1,3566.35,WSWP,119230.25427246095,644.7939681303687,10206.555063247679,119230.25427246095,30172.27767391503,2
BEGJP891,57,403,1,3237.52,WSWP,103975.8656616211,159.5635998332291,12403.416748046875,103975.8656616211,163610.26165890697,2
BEGJP588,48,429,2,3231.67,WSWP,112482.27349853516,2791.9092306233947,244725.43951988211,112482.27349853516,126063.68036067484,2
BEGJP911,109,240,2,3766.74,WSWP,126470.20544433595,465.33560358145036,51720.54016113281,126470.20544433595,168475.91442853212,2
BEGJP228,53,326,224,4314.35,WSWP,72379.83898925781,0.0,0.0,72379.83898925781,0.0,0
BEGJP15P,107,537,214,4293.81,WSWP,170863.39599609375,0.0,0.0,170863.39599609375,0.0,0
BEGJP911,80,319,3,3336.82,WSWP,96319.7861328125,257.3243093714409,32909.218176364906,96319.7861328125,194954.23761812862,2
BEGJP922,99,286,8,3547.14,WSWP,109690.5576171875,260.07295711245393,18968.470344543457,109690.5576171875,161655.18669025414,2
BEGJP5P2,44,461,7,3234.9,WSWP,131215.65734863278,918.9830106523584,88262.58817672731,131215.65734863278,133844.11925390366,2
BEGJP5P5,115,439,4,3711.86,WSWP,119810.77252197266,1083.7905997706114,61607.6024017334,119810.77252197266,132827.8818617463,2
BEGJP9P2,122,69,1,3851.19,WSWP,128099.24951171875,1904.172139071393,16843.503158330914,128099.24951171875,110131.6130232811,2
BEGJP981,123,169,1,3929.58,WSWP,128490.46997070312,179.60369830043055,20146.39990234375,128490.46997070312,131847.9220856428,2
BEGJP133,154,849,9,4235.14,WSWP,201743.84521484366,0.0,0.0,201743.84521484366,0.0,0
BEGJP913,69,327,3,3316.12,WSWP,118407.19647216795,1957.1360153200808,178789.94129943848,118407.19647216795,183173.43410889804,2
BEGJP8P2,114,379,1,3687.9,WSWP,92465.4468383789,1604.9827383926606,106908.3406829834,92465.4468383789,162631.16178542376,2
BEGJP922,104,298,7,3580.03,WSWP,125456.396484375,5061.114713609219,342040.7323870659,125456.396484375,66076.93300670385,2
BEGJP8P9,110,339,6,3640.79,WSWP,115715.89611816405,650.0648695313139,66881.50370335579,115715.89611816405,195021.23323172328,2
BEGJP912,108,251,5,3717.91,WSWP,121977.408203125,433.7136214898784,56600.36269378662,121977.408203125,200857.2803904637,2
BEGJP982,123,142,2,3956.46,WSWP,135911.95874023438,787.0502260448411,74311.53662109375,135911.95874023438,114907.44658467176,2
BEGJP98P,97,263,2,3575.76,WSWP,117926.69219970705,283.11291599509417,24304.509338378906,117926.69219970705,189861.1585894227,2
BEGJP5P1,48,436,4,3235.83,WSWP,124518.69775390625,1947.1580000279355,133288.86212158206,124518.69775390625,108614.44467003645,2
BEGJP98P,131,85,6,3895.01,WSWP,135450.82238769528,152.9690870794002,21733.5185546875,135450.82238769528,107158.04801571368,2
BEGJP9P8,114,84,1,3894.76,WSWP,137273.73095703125,2643.848354255548,179590.4803314209,137273.73095703125,98385.91460526736,2
BEGJP918,98,309,2,3497.52,WSWP,104407.47900390624,574.7553559136578,53722.2807006836,104407.47900390624,139031.240574345,2
BEGJP8P2,66,351,1,3350.29,WSWP,110920.33526611328,1869.9079193084617,135465.34714508054,110920.33526611328,139347.25136354566,2
BEGJP1P2,117,536,2,3853.67,WSWP,74605.78164672853,1274.6177256174851,66171.90354537964,74605.78164672853,150465.578689754,2
BEGJP8P5,99,360,2,3513.6,WSWP,106811.02362060547,582.0151928246487,50207.43826293945,106811.02362060547,122514.61939466,2
BEGJP919,113,315,1,3677.32,WSWP,133162.57763671875,911.8611808465796,110190.99403870106,133162.57763671875,171611.90396311381,2
BEGJP132,162,808,3,4271.51,WSWP,210075.18774414065,0.0,0.0,210075.18774414065,0.0,0
BEGJP892,99,384,3,3516.12,WSWP,84829.99676513673,753.3218360791216,5647.516813129187,84829.99676513673,88362.31063698977,2
BEGJP198,101,569,3,3784.69,WSWP,88340.4066772461,535.8360041833947,1287.1561226844788,88340.4066772461,67160.04332189263,2
BEGJP891,115,403,2,3691.26,WSWP,85253.97595214844,2030.7941711233,74729.13162010907,85253.97595214844,115188.28473958373,2
BEGJP8P8,97,346,5,3484.07,WSWP,100011.51934814453,206.78855801164173,12267.67638850212,100011.51934814453,131048.60013934225,2
BEGJP8P8,107,598,5,3911.7,WSWP,90627.55059814453,2009.3422338634266,194010.43649291992,90627.55059814453,152217.73584007472,2
BEGJP193,30,526,7,3600.06,WSWP,138741.18322753903,576.7891522873542,6320.502907037736,138741.18322753903,64124.430330384064,1
BEGJP8P9,95,590,1,3828.03,WSWP,78476.79229736327,677.4646350208204,12789.155293464659,78476.79229736327,75984.56872343272,2
BEGJP983,117,163,1,3912.45,WSWP,132663.08361816403,349.3089886181988,27256.03106689453,132663.08361816403,119021.71236639473,2
BEGJP915,99,323,3,3507.29,WSWP,100961.84051513672,515.1570546731818,37515.68633246422,100961.84051513672,162684.73701648612,2
BEGJP131,103,822,2,4230.78,WSWP,195233.3916015625,0.0,0.0,195233.3916015625,0.0,0
BEGJP582,45,444,2,3243.39,WSWP,138033.75390625,1737.3207752877645,91505.31523171069,138033.75390625,107604.16235874408,2
BEGJP895,101,397,3,3537.47,WSWP,80207.85308837889,204.68306787032643,14629.718017578125,80207.85308837889,84796.7084890753,2
BEGJP89P,72,369,3,3312.98,WSWP,91711.80993652344,623.0704234339064,30209.403408050537,91711.80993652344,82819.97136268951,2
BEGJP599,44,477,1,3250.77,WSWP,126820.06591796875,1128.3545128287515,21158.663871765137,126820.06591796875,92005.52646423133,2
BEGJP918,133,68,5,3926.46,WSWP,143237.81689453125,1013.030183994444,41049.59290623665,143237.81689453125,105048.25473943351,2
BEGJP8P8,109,351,1,3626.66,WSWP,106802.13134765624,1154.4180630375633,119111.18762207033,106802.13134765624,177005.44315442446,2
BEGJP192,108,585,2,3893.95,WSWP,76756.02276611327,1161.407743061427,23299.919029537592,76756.02276611327,102559.33224097641,2
